# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2024-08-22T00:00:00.0,
# Date end (ISO 8601): 2025-12-23T00:00:00.0,
# Latitude (positive North,ISO 19115): 53.6985
# Longitude (positive East,ISO 19115): -6.2080
# Altitude (m): 0.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2025-12-24,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2024-10-28T02:00:00.0/2024-10-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T03:00:00.0/2024-10-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T04:00:00.0/2024-10-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T05:00:00.0/2024-10-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T06:00:00.0/2024-10-28T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T07:00:00.0/2024-10-28T08:00:00.0;35.2151;14.0628;6.7207;7.3420;115.1737;1.5347;0.0000;1.5347;0.0000;0.7000,
2024-10-28T08:00:00.0/2024-10-28T09:00:00.0;202.3836;113.5653;78.6426;34.9228;518.9913;12.1092;0.0000;12.1092;0.0000;0.7167,
2024-10-28T09:00:00.0/2024-10-28T10:00:00.0;353.8468;226.6869;171.2175;55.4694;665.7447;27.8182;0.0000;27.8182;0.0000;1.0000,
2024-10-28T10:00:00.0/2024-10-28T11:00:00.0;463.6882;312.7850;238.5083;74.2767;709.6833;133.4400;8.1759;125.2641;23.1413;1.0000,
2024-10-28T11:00:00.0/2024-10-28T12:00:00.0;524.4048;360.7098;271.2446;89.4653;714.0881;218.9404;35.1562;183.7841;92.0246;1.0000,
2024-10-28T12:00:00.0/2024-10-28T13:00:00.0;531.8428;365.2496;267.4279;97.8217;694.0547;198.7454;23.5414;175.2040;60.6991;1.0000,
2024-10-28T13:00:00.0/2024-10-28T14:00:00.0;485.4807;325.6142;227.7593;97.8549;646.7832;155.5528;5.6427;149.9101;15.7367;1.0000,
2024-10-28T14:00:00.0/2024-10-28T15:00:00.0;388.4648;245.3558;155.5301;89.8257;549.3262;89.2941;0.3665;88.9277;1.3271;1.0000,
2024-10-28T15:00:00.0/2024-10-28T16:00:00.0;247.3942;136.2725;69.9119;66.3606;378.0853;90.1083;19.9930;70.1154;132.7346;1.0000,
2024-10-28T16:00:00.0/2024-10-28T17:00:00.0;73.3706;29.1367;8.0226;21.1141;90.8947;28.8121;7.7453;21.0668;88.4022;0.9667,
2024-10-28T17:00:00.0/2024-10-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T18:00:00.0/2024-10-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T19:00:00.0/2024-10-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T20:00:00.0/2024-10-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T21:00:00.0/2024-10-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T22:00:00.0/2024-10-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-28T23:00:00.0/2024-10-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T00:00:00.0/2024-10-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T01:00:00.0/2024-10-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T02:00:00.0/2024-10-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T03:00:00.0/2024-10-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T04:00:00.0/2024-10-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T05:00:00.0/2024-10-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T06:00:00.0/2024-10-29T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T07:00:00.0/2024-10-29T08:00:00.0;31.4200;11.8855;4.5892;7.2963;80.9475;1.3220;0.0000;1.3220;0.0000;0.7167,
2024-10-29T08:00:00.0/2024-10-29T09:00:00.0;195.7841;107.3964;70.3925;37.0039;475.8985;11.6478;0.0000;11.6478;0.0000;0.7167,
2024-10-29T09:00:00.0/2024-10-29T10:00:00.0;347.0767;220.2395;165.9830;54.2564;657.2358;19.6873;0.0000;19.6873;0.0000;1.0000,
2024-10-29T10:00:00.0/2024-10-29T11:00:00.0;456.7744;306.3884;240.6312;65.7572;726.9045;50.8287;0.0001;50.8286;0.0003;1.0000,
2024-10-29T11:00:00.0/2024-10-29T12:00:00.0;517.3845;354.2732;281.0313;73.2419;750.1748;131.7928;4.0403;127.7525;10.6042;1.0000,
2024-10-29T12:00:00.0/2024-10-29T13:00:00.0;524.7607;359.4960;284.3380;75.1581;748.3510;143.9393;2.3187;141.6206;6.0552;1.0000,
2024-10-29T13:00:00.0/2024-10-29T14:00:00.0;478.3863;321.4801;250.3065;71.1735;722.1218;104.3799;0.0835;104.2964;0.2446;1.0000,
2024-10-29T14:00:00.0/2024-10-29T15:00:00.0;381.4085;243.3507;180.7827;62.5680;652.0449;112.6106;5.2953;107.3153;20.5819;1.0000,
2024-10-29T15:00:00.0/2024-10-29T16:00:00.0;240.4241;135.4963;88.6419;46.8544;496.6935;68.9243;6.1273;62.7970;47.0222;1.0000,
2024-10-29T16:00:00.0/2024-10-29T17:00:00.0;67.4851;27.8647;12.1226;15.7421;151.4439;26.1525;8.6403;17.5122;100.7811;0.9833,
2024-10-29T17:00:00.0/2024-10-29T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T18:00:00.0/2024-10-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T19:00:00.0/2024-10-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T20:00:00.0/2024-10-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T21:00:00.0/2024-10-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T22:00:00.0/2024-10-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-29T23:00:00.0/2024-10-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T00:00:00.0/2024-10-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T01:00:00.0/2024-10-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T02:00:00.0/2024-10-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T03:00:00.0/2024-10-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T04:00:00.0/2024-10-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T05:00:00.0/2024-10-30T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T06:00:00.0/2024-10-30T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T07:00:00.0/2024-10-30T08:00:00.0;27.8454;10.0598;3.6647;6.3951;68.1797;1.1423;0.0000;1.1423;0.0000;0.7333,
2024-10-30T08:00:00.0/2024-10-30T09:00:00.0;189.2077;100.8367;64.5976;36.2390;450.2357;11.1388;0.0000;11.1388;0.0000;0.7167,
2024-10-30T09:00:00.0/2024-10-30T10:00:00.0;340.3343;210.6330;151.4505;59.1824;612.7333;19.0404;0.0000;19.0404;0.0000;1.0000,
2024-10-30T10:00:00.0/2024-10-30T11:00:00.0;449.8961;293.9212;211.5833;82.3380;649.6655;95.3608;0.6868;94.6740;1.9892;1.0000,
2024-10-30T11:00:00.0/2024-10-30T12:00:00.0;510.4098;339.9584;239.0648;100.8936;647.3351;204.8685;47.2150;157.6535;125.7636;1.0000,
2024-10-30T12:00:00.0/2024-10-30T13:00:00.0;517.7363;344.6827;238.4751;106.2076;636.5005;262.8107;116.1510;146.6597;308.9664;1.0000,
2024-10-30T13:00:00.0/2024-10-30T14:00:00.0;471.3623;307.2142;209.6667;97.5475;614.1287;172.2697;17.1494;155.1203;49.8874;1.0000,
2024-10-30T14:00:00.0/2024-10-30T15:00:00.0;374.4355;229.8704;147.8016;82.0688;542.6990;90.2395;1.3672;88.8724;4.4911;1.0000,
2024-10-30T15:00:00.0/2024-10-30T16:00:00.0;233.5493;124.0419;66.9348;57.1071;383.1385;83.1669;19.7575;63.4094;138.7578;1.0000,
2024-10-30T16:00:00.0/2024-10-30T17:00:00.0;61.9184;23.4335;7.2120;16.2214;91.7524;23.1280;6.8857;16.2423;88.5282;0.8750,
2024-10-30T17:00:00.0/2024-10-30T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T18:00:00.0/2024-10-30T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T19:00:00.0/2024-10-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T20:00:00.0/2024-10-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T21:00:00.0/2024-10-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T22:00:00.0/2024-10-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-30T23:00:00.0/2024-10-31T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T00:00:00.0/2024-10-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T01:00:00.0/2024-10-31T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T02:00:00.0/2024-10-31T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T03:00:00.0/2024-10-31T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T04:00:00.0/2024-10-31T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T05:00:00.0/2024-10-31T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T06:00:00.0/2024-10-31T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T07:00:00.0/2024-10-31T08:00:00.0;24.4918;8.1635;1.9973;6.1662;38.6930;0.9514;0.0000;0.9514;0.0000;0.7500,
2024-10-31T08:00:00.0/2024-10-31T09:00:00.0;182.6571;92.3366;50.2953;42.0413;357.6657;10.4279;0.0000;10.4279;0.0000;0.7167,
2024-10-31T09:00:00.0/2024-10-31T10:00:00.0;333.6229;200.4057;130.6008;69.8049;538.3857;18.1948;0.0000;18.1948;0.0000;1.0000,
2024-10-31T10:00:00.0/2024-10-31T11:00:00.0;443.0565;282.7449;188.3432;94.4016;587.4072;53.2112;0.0000;53.2112;0.0000;1.0000,
2024-10-31T11:00:00.0/2024-10-31T12:00:00.0;503.4842;327.4507;212.7821;114.6685;584.4218;87.5219;0.0383;87.4835;0.1033;1.0000,
2024-10-31T12:00:00.0/2024-10-31T13:00:00.0;510.7729;331.9435;212.2263;119.7173;574.4657;98.0476;0.1106;97.9370;0.2971;1.0000,
2024-10-31T13:00:00.0/2024-10-31T14:00:00.0;464.4123;295.5190;186.9780;108.5410;556.1390;74.5603;0.0008;74.5595;0.0025;1.0000,
2024-10-31T14:00:00.0/2024-10-31T15:00:00.0;367.5493;219.5561;130.5346;89.0215;488.2999;110.3409;48.2063;62.1345;199.2460;1.0000,
2024-10-31T15:00:00.0/2024-10-31T16:00:00.0;226.7732;116.1520;56.8527;59.2994;333.8704;116.1520;56.8527;59.2994;333.8704;1.0000,
2024-10-31T16:00:00.0/2024-10-31T17:00:00.0;56.6633;20.5982;5.4471;15.1511;72.4606;20.5982;5.4471;15.1511;72.4606;0.8917,
2024-10-31T17:00:00.0/2024-10-31T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T18:00:00.0/2024-10-31T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T19:00:00.0/2024-10-31T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T20:00:00.0/2024-10-31T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T21:00:00.0/2024-10-31T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T22:00:00.0/2024-10-31T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-10-31T23:00:00.0/2024-11-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T00:00:00.0/2024-11-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T01:00:00.0/2024-11-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T02:00:00.0/2024-11-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T03:00:00.0/2024-11-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T04:00:00.0/2024-11-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T05:00:00.0/2024-11-01T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T06:00:00.0/2024-11-01T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T07:00:00.0/2024-11-01T08:00:00.0;21.3593;7.2732;2.0033;5.2699;41.4168;0.8703;0.0000;0.8703;0.0000;0.7667,
2024-11-01T08:00:00.0/2024-11-01T09:00:00.0;176.1353;92.2253;55.2514;36.9739;406.8257;10.6548;0.0000;10.6548;0.0000;0.7167,
2024-11-01T09:00:00.0/2024-11-01T10:00:00.0;326.9454;204.5419;148.8948;55.6471;625.7877;18.5787;0.0000;18.5787;0.0000;1.0000,
2024-11-01T10:00:00.0/2024-11-01T11:00:00.0;436.2592;291.5892;224.3655;67.2236;710.5061;23.1273;0.0000;23.1273;0.0000;1.0000,
2024-11-01T11:00:00.0/2024-11-01T12:00:00.0;496.6113;340.7121;266.6654;74.0468;742.6906;62.8696;0.0016;62.8680;0.0043;1.0000,
2024-11-01T12:00:00.0/2024-11-01T13:00:00.0;503.8742;346.4759;271.6049;74.8710;745.6121;99.6484;0.3832;99.2652;1.0454;1.0000,
2024-11-01T13:00:00.0/2024-11-01T14:00:00.0;457.5398;308.2579;238.5530;69.7049;720.6466;69.3897;0.0050;69.3847;0.0150;1.0000,
2024-11-01T14:00:00.0/2024-11-01T15:00:00.0;360.7534;230.1031;170.1219;59.9812;649.4778;18.6604;0.0000;18.6604;0.0000;1.0000,
2024-11-01T15:00:00.0/2024-11-01T16:00:00.0;220.0992;122.8781;79.6384;43.2398;485.8907;24.0341;0.0372;23.9969;0.3364;1.0000,
2024-11-01T16:00:00.0/2024-11-01T17:00:00.0;51.7122;20.7984;8.7036;12.0948;124.1805;18.1099;1.9117;16.1982;39.4901;0.9083,
2024-11-01T17:00:00.0/2024-11-01T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T18:00:00.0/2024-11-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T19:00:00.0/2024-11-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T20:00:00.0/2024-11-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T21:00:00.0/2024-11-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T22:00:00.0/2024-11-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-01T23:00:00.0/2024-11-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T00:00:00.0/2024-11-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T01:00:00.0/2024-11-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T02:00:00.0/2024-11-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T03:00:00.0/2024-11-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T04:00:00.0/2024-11-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T05:00:00.0/2024-11-02T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T06:00:00.0/2024-11-02T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T07:00:00.0/2024-11-02T08:00:00.0;18.4478;5.9754;1.3146;4.6608;28.9032;0.7345;0.0000;0.7345;0.0000;0.7833,
2024-11-02T08:00:00.0/2024-11-02T09:00:00.0;169.6452;84.7492;44.5556;40.1937;338.4726;10.0197;0.0000;10.0197;0.0000;0.7167,
2024-11-02T09:00:00.0/2024-11-02T10:00:00.0;320.3052;194.2492;129.4039;64.8452;554.0339;17.7980;0.0000;17.7980;0.0000;1.0000,
2024-11-02T10:00:00.0/2024-11-02T11:00:00.0;429.5075;281.7232;204.9828;76.7404;659.3020;47.1334;0.0001;47.1333;0.0003;1.0000,
2024-11-02T11:00:00.0/2024-11-02T12:00:00.0;489.7945;331.6473;249.9036;81.7438;705.9689;90.5467;0.0871;90.4597;0.2423;1.0000,
2024-11-02T12:00:00.0/2024-11-02T13:00:00.0;497.0439;337.3188;253.5925;83.7263;706.0226;62.9869;0.0007;62.9862;0.0018;1.0000,
2024-11-02T13:00:00.0/2024-11-02T14:00:00.0;450.7484;298.0587;215.9999;82.0588;662.3455;49.5530;0.0000;49.5530;0.0000;1.0000,
2024-11-02T14:00:00.0/2024-11-02T15:00:00.0;354.0512;218.9430;146.0564;72.8867;567.2554;25.2929;0.0000;25.2929;0.0000;1.0000,
2024-11-02T15:00:00.0/2024-11-02T16:00:00.0;213.5304;112.8156;61.7530;51.0625;384.9032;46.4575;0.3582;46.0992;3.3774;1.0000,
2024-11-02T16:00:00.0/2024-11-02T17:00:00.0;47.0572;17.4914;5.2938;12.1975;77.6586;16.3587;3.9034;12.4553;61.6436;0.9250,
2024-11-02T17:00:00.0/2024-11-02T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T18:00:00.0/2024-11-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T19:00:00.0/2024-11-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T20:00:00.0/2024-11-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T21:00:00.0/2024-11-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T22:00:00.0/2024-11-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-02T23:00:00.0/2024-11-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T00:00:00.0/2024-11-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T01:00:00.0/2024-11-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T02:00:00.0/2024-11-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T03:00:00.0/2024-11-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T04:00:00.0/2024-11-03T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T05:00:00.0/2024-11-03T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T06:00:00.0/2024-11-03T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-11-03T07:00:00.0/2024-11-03T08:00:00.0;15.7568;4.7270;0.6859;4.0411;16.0672;0.5971;0.0000;0.5971;0.0000;0.8000,
2024-11-03T08:00:00.0/2024-11-03T09:00:00.0;163.1897;76.5797;34.2052;42.3745;265.2184;9.2703;0.0000;9.2703;0.0000;0.7167,
2024-11-03T09:00:00.0/2024-11-03T10:00:00.0;313.7055;183.1415;110.8991;72.2424;484.0460;16.9415;0.0000;16.9415;0.0000;1.0000,
2024-11-03T10:00:00.0/2024-11-03T11:00:00.0;422.8047;270.2032;182.7952;87.4080;597.2990;21.5060;0.0000;21.5060;0.0000;1.0000,
2024-11-03T11:00:00.0/2024-11-03T12:00:00.0;483.0375;320.3885;226.8635;93.5250;650.1259;45.7432;0.0001;45.7431;0.0003;1.0000,
2024-11-03T12:00:00.0/2024-11-03T13:00:00.0;490.2854;326.5472;232.2018;94.3455;655.7171;60.6073;0.0007;60.6066;0.0020;1.0000,
2024-11-03T13:00:00.0/2024-11-03T14:00:00.0;444.0417;287.8986;197.7594;90.1391;615.8325;61.4335;0.0003;61.4333;0.0009;1.0000,
2024-11-03T14:00:00.0/2024-11-03T15:00:00.0;347.4461;209.6915;131.9320;77.7595;522.0576;32.8200;0.0000;32.8200;0.0001;1.0000,
